question_id,distractor_index,condition,rr,recall_1,recall_3,recall_5,ndcg_5
125,3,question_only,1.0,1.0,1.0,1.0,1.0
125,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
125,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
126,1,question_only,1.0,1.0,1.0,1.0,1.0
126,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
126,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
126,2,question_only,1.0,1.0,1.0,1.0,1.0
126,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
126,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
126,3,question_only,1.0,1.0,1.0,1.0,1.0
126,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
126,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
127,1,question_only,0.0,0.0,0.0,0.0,0.0
127,1,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
127,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
127,2,question_only,0.0,0.0,0.0,0.0,0.0
127,2,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
127,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
127,3,question_only,0.0,0.0,0.0,0.0,0.0
127,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
127,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
128,1,question_only,1.0,1.0,1.0,1.0,1.0
128,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
128,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
128,2,question_only,1.0,1.0,1.0,1.0,1.0
128,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
128,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
128,3,question_only,1.0,1.0,1.0,1.0,1.0
128,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
128,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
129,1,question_only,1.0,1.0,1.0,1.0,1.0
129,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
129,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
129,2,question_only,1.0,1.0,1.0,1.0,1.0
129,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
129,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
129,3,question_only,1.0,1.0,1.0,1.0,1.0
129,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
129,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
130,1,question_only,1.0,1.0,1.0,1.0,1.0
130,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
130,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
130,2,question_only,1.0,1.0,1.0,1.0,1.0
130,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
130,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
130,3,question_only,1.0,1.0,1.0,1.0,1.0
130,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
130,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
131,1,question_only,1.0,1.0,1.0,1.0,1.0
131,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
131,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
131,2,question_only,1.0,1.0,1.0,1.0,1.0
131,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
131,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
131,3,question_only,1.0,1.0,1.0,1.0,1.0
131,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
131,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
132,1,question_only,1.0,1.0,1.0,1.0,1.0
132,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
132,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
132,2,question_only,1.0,1.0,1.0,1.0,1.0
132,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
132,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
132,3,question_only,1.0,1.0,1.0,1.0,1.0
132,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
132,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
133,1,question_only,1.0,1.0,1.0,1.0,1.0
133,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
133,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
133,2,question_only,1.0,1.0,1.0,1.0,1.0
133,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
133,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
133,3,question_only,1.0,1.0,1.0,1.0,1.0
133,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
133,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
134,1,question_only,1.0,1.0,1.0,1.0,1.0
134,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
134,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
134,2,question_only,1.0,1.0,1.0,1.0,1.0
134,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
134,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
134,3,question_only,1.0,1.0,1.0,1.0,1.0
134,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
134,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
135,1,question_only,1.0,1.0,1.0,1.0,1.0
135,1,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
135,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
135,2,question_only,1.0,1.0,1.0,1.0,1.0
135,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
135,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
135,3,question_only,1.0,1.0,1.0,1.0,1.0
135,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
135,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
136,1,question_only,1.0,1.0,1.0,1.0,1.0
136,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
136,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
136,2,question_only,1.0,1.0,1.0,1.0,1.0
136,2,wrong_answer_conditioned,0.3333333333333333,0.0,1.0,1.0,0.5
136,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
136,3,question_only,1.0,1.0,1.0,1.0,1.0
136,3,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
136,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
137,1,question_only,1.0,1.0,1.0,1.0,1.0
137,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
137,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
137,2,question_only,1.0,1.0,1.0,1.0,1.0
137,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
137,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
137,3,question_only,1.0,1.0,1.0,1.0,1.0
137,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
137,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
138,1,question_only,1.0,1.0,1.0,1.0,1.0
138,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
138,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
138,2,question_only,1.0,1.0,1.0,1.0,1.0
138,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
138,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
138,3,question_only,1.0,1.0,1.0,1.0,1.0
138,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
138,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
139,1,question_only,1.0,1.0,1.0,1.0,1.0
139,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
139,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
139,2,question_only,1.0,1.0,1.0,1.0,1.0
139,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
139,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
139,3,question_only,1.0,1.0,1.0,1.0,1.0
139,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
139,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
140,1,question_only,1.0,1.0,1.0,1.0,1.0
140,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
140,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
140,2,question_only,1.0,1.0,1.0,1.0,1.0
140,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
140,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
140,3,question_only,1.0,1.0,1.0,1.0,1.0
140,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
140,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
141,1,question_only,0.2,0.0,0.0,1.0,0.38685280723454163
141,1,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
141,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
141,2,question_only,0.2,0.0,0.0,1.0,0.38685280723454163
141,2,wrong_answer_conditioned,0.2,0.0,0.0,1.0,0.38685280723454163
141,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
141,3,question_only,0.2,0.0,0.0,1.0,0.38685280723454163
141,3,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
141,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
142,1,question_only,1.0,1.0,1.0,1.0,1.0
142,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
142,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
142,2,question_only,1.0,1.0,1.0,1.0,1.0
142,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
142,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
142,3,question_only,1.0,1.0,1.0,1.0,1.0
142,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
142,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
143,1,question_only,1.0,1.0,1.0,1.0,1.0
143,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
143,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
143,2,question_only,1.0,1.0,1.0,1.0,1.0
143,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
143,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
143,3,question_only,1.0,1.0,1.0,1.0,1.0
143,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
143,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
144,1,question_only,1.0,1.0,1.0,1.0,1.0
144,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
144,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
144,2,question_only,1.0,1.0,1.0,1.0,1.0
144,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
144,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
144,3,question_only,1.0,1.0,1.0,1.0,1.0
144,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
144,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
145,1,question_only,1.0,1.0,1.0,1.0,1.0
145,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
145,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
145,2,question_only,1.0,1.0,1.0,1.0,1.0
145,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
145,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
145,3,question_only,1.0,1.0,1.0,1.0,1.0
145,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
145,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
146,1,question_only,1.0,1.0,1.0,1.0,1.0
146,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
146,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
146,2,question_only,1.0,1.0,1.0,1.0,1.0
146,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
146,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
146,3,question_only,1.0,1.0,1.0,1.0,1.0
146,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
146,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
147,1,question_only,1.0,1.0,1.0,1.0,1.0
147,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
147,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
147,2,question_only,1.0,1.0,1.0,1.0,1.0
147,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
147,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
147,3,question_only,1.0,1.0,1.0,1.0,1.0
147,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
147,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
148,1,question_only,1.0,1.0,1.0,1.0,1.0
148,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
148,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
148,2,question_only,1.0,1.0,1.0,1.0,1.0
148,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
148,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
148,3,question_only,1.0,1.0,1.0,1.0,1.0
148,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
148,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
149,1,question_only,1.0,1.0,1.0,1.0,1.0
149,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
149,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
149,2,question_only,1.0,1.0,1.0,1.0,1.0
149,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
149,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
149,3,question_only,1.0,1.0,1.0,1.0,1.0
149,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
149,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
150,1,question_only,1.0,1.0,1.0,1.0,1.0
150,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
150,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
150,2,question_only,1.0,1.0,1.0,1.0,1.0
150,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
150,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
150,3,question_only,1.0,1.0,1.0,1.0,1.0
150,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
150,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
151,1,question_only,1.0,1.0,1.0,1.0,1.0
151,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
151,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
151,2,question_only,1.0,1.0,1.0,1.0,1.0
151,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
151,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
151,3,question_only,1.0,1.0,1.0,1.0,1.0
151,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
151,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
152,1,question_only,1.0,1.0,1.0,1.0,1.0
152,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
152,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
152,2,question_only,1.0,1.0,1.0,1.0,1.0
152,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
152,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
152,3,question_only,1.0,1.0,1.0,1.0,1.0
152,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
152,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
153,1,question_only,0.0,0.0,0.0,0.0,0.0
153,1,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
153,1,oracle_corrective,0.0,0.0,0.0,0.0,0.0
153,2,question_only,0.0,0.0,0.0,0.0,0.0
153,2,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
153,2,oracle_corrective,0.0,0.0,0.0,0.0,0.0
153,3,question_only,0.0,0.0,0.0,0.0,0.0
153,3,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
153,3,oracle_corrective,0.0,0.0,0.0,0.0,0.0
154,1,question_only,1.0,1.0,1.0,1.0,1.0
154,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
154,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
154,2,question_only,1.0,1.0,1.0,1.0,1.0
154,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
154,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
154,3,question_only,1.0,1.0,1.0,1.0,1.0
154,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
154,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
155,1,question_only,1.0,1.0,1.0,1.0,1.0
155,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
155,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
155,2,question_only,1.0,1.0,1.0,1.0,1.0
155,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
155,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
155,3,question_only,1.0,1.0,1.0,1.0,1.0
155,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
155,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
156,1,question_only,1.0,1.0,1.0,1.0,1.0
156,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
156,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
156,2,question_only,1.0,1.0,1.0,1.0,1.0
156,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
156,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
156,3,question_only,1.0,1.0,1.0,1.0,1.0
156,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
156,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
157,1,question_only,1.0,1.0,1.0,1.0,1.0
157,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
157,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
157,2,question_only,1.0,1.0,1.0,1.0,1.0
157,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
157,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
157,3,question_only,1.0,1.0,1.0,1.0,1.0
157,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
157,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
158,1,question_only,1.0,1.0,1.0,1.0,1.0
158,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
158,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
158,2,question_only,1.0,1.0,1.0,1.0,1.0
158,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
158,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
158,3,question_only,1.0,1.0,1.0,1.0,1.0
158,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
158,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
159,1,question_only,1.0,1.0,1.0,1.0,1.0
159,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
159,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
159,2,question_only,1.0,1.0,1.0,1.0,1.0
159,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
159,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
159,3,question_only,1.0,1.0,1.0,1.0,1.0
159,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
159,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
160,1,question_only,1.0,1.0,1.0,1.0,1.0
160,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
160,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
160,2,question_only,1.0,1.0,1.0,1.0,1.0
160,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
160,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
160,3,question_only,1.0,1.0,1.0,1.0,1.0
160,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
160,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
161,1,question_only,1.0,1.0,1.0,1.0,1.0
161,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
161,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
161,2,question_only,1.0,1.0,1.0,1.0,1.0
161,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
161,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
161,3,question_only,1.0,1.0,1.0,1.0,1.0
161,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
161,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
162,1,question_only,1.0,1.0,1.0,1.0,1.0
162,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
162,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
162,2,question_only,1.0,1.0,1.0,1.0,1.0
162,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
162,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
162,3,question_only,1.0,1.0,1.0,1.0,1.0
162,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
162,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
163,1,question_only,0.5,0.0,1.0,1.0,0.6309297535714575
163,1,wrong_answer_conditioned,0.25,0.0,0.0,1.0,0.43067655807339306
163,1,oracle_corrective,0.5,0.0,1.0,1.0,0.6309297535714575
163,2,question_only,0.5,0.0,1.0,1.0,0.6309297535714575
163,2,wrong_answer_conditioned,0.25,0.0,0.0,1.0,0.43067655807339306
163,2,oracle_corrective,0.5,0.0,1.0,1.0,0.6309297535714575
163,3,question_only,0.5,0.0,1.0,1.0,0.6309297535714575
163,3,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
163,3,oracle_corrective,0.5,0.0,1.0,1.0,0.6309297535714575
164,1,question_only,1.0,1.0,1.0,1.0,1.0
164,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
164,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
164,2,question_only,1.0,1.0,1.0,1.0,1.0
164,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
164,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
164,3,question_only,1.0,1.0,1.0,1.0,1.0
164,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
164,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
165,1,question_only,1.0,1.0,1.0,1.0,1.0
165,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
165,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
165,2,question_only,1.0,1.0,1.0,1.0,1.0
165,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
165,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
165,3,question_only,1.0,1.0,1.0,1.0,1.0
165,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
165,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
166,1,question_only,1.0,1.0,1.0,1.0,1.0
166,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
166,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
166,2,question_only,1.0,1.0,1.0,1.0,1.0
166,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
166,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
166,3,question_only,1.0,1.0,1.0,1.0,1.0
166,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
166,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
167,1,question_only,1.0,1.0,1.0,1.0,1.0
167,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
167,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
167,2,question_only,1.0,1.0,1.0,1.0,1.0
167,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
167,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
167,3,question_only,1.0,1.0,1.0,1.0,1.0
167,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
167,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
168,1,question_only,1.0,1.0,1.0,1.0,1.0
168,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
168,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
168,2,question_only,1.0,1.0,1.0,1.0,1.0
168,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
168,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
168,3,question_only,1.0,1.0,1.0,1.0,1.0
168,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
168,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
169,1,question_only,1.0,1.0,1.0,1.0,1.0
169,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
169,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
169,2,question_only,1.0,1.0,1.0,1.0,1.0
169,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
169,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
169,3,question_only,1.0,1.0,1.0,1.0,1.0
169,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
169,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
170,1,question_only,1.0,1.0,1.0,1.0,1.0
170,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
170,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
170,2,question_only,1.0,1.0,1.0,1.0,1.0
170,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
170,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
170,3,question_only,1.0,1.0,1.0,1.0,1.0
170,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
170,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
171,1,question_only,1.0,1.0,1.0,1.0,1.0
171,1,wrong_answer_conditioned,0.3333333333333333,0.0,1.0,1.0,0.5
171,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
171,2,question_only,1.0,1.0,1.0,1.0,1.0
171,2,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
171,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
171,3,question_only,1.0,1.0,1.0,1.0,1.0
171,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
171,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
172,1,question_only,1.0,1.0,1.0,1.0,1.0
172,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
172,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
172,2,question_only,1.0,1.0,1.0,1.0,1.0
172,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
172,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
172,3,question_only,1.0,1.0,1.0,1.0,1.0
172,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
172,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
173,1,question_only,1.0,1.0,1.0,1.0,1.0
173,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
173,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
173,2,question_only,1.0,1.0,1.0,1.0,1.0
173,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
173,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
173,3,question_only,1.0,1.0,1.0,1.0,1.0
